statNm,statId,chgerId,chgerType,addr,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,s,l,output,method,zcode,zscode,kind,kindDetail,parkingFree,limitYn,delYn,statUpdDt,lastTsdt,FALSE,,
마포공영주차장,ME18B406,3,4,서울특별시 마포구 마포대로1길 9,37.53853862,126.9434403,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,100,단독,11,11440,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-24 07:12:31,,,
마포공영주차장,ME18B406,4,4,서울특별시 마포구 마포대로1길 9,37.53853862,126.9434403,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,100,단독,11,11440,B0,B001,N,N,N,2022-08-24 08:43:10,2022-08-23 22:15:14,,,
롯데백화점 본점,ME18B407,11,4,서울특별시 중구 을지로 30,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11140,E0,E002,N,N,N,2022-08-21 12:16:05,2022-08-21 11:58:40,,,
롯데백화점 본점,ME18B407,12,4,서울특별시 중구 을지로 30,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11140,E0,E002,N,N,N,2022-08-19 14:30:24,2022-08-19 13:52:49,,,
롯데백화점 본점,ME18B407,13,4,서울특별시 중구 을지로 30,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11140,E0,E002,N,N,N,2022-08-22 22:14:23,2022-08-22 21:37:36,,,
롯데백화점 본점,ME18B407,14,4,서울특별시 중구 을지로 30,37.56499,126.98136,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11140,E0,E002,N,N,N,2022-08-20 15:39:44,2022-08-18 10:40:40,,,
성수2가 공영주차장,ME18B408,1,4,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02206E+13,100,단독,11,11200,B0,B001,N,N,N,2022-08-24 07:43:10,2022-06-29 11:03:12,,,
성수2가 공영주차장,ME18B408,2,4,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02207E+13,100,단독,11,11200,B0,B001,N,N,N,2022-08-24 07:43:10,2022-07-01 07:10:24,,,
성수2가 공영주차장,ME18B408,3,4,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02207E+13,100,단독,11,11200,B0,B001,N,N,N,2022-08-10 21:58:10,2022-07-01 07:32:54,,,
성수2가 공영주차장,ME18B408,4,4,서울특별시 성동구 광나루로4가길 23,37.54909,127.05516,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02207E+13,100,단독,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-07-08 15:14:18,,,
충현동 제1공영주차장,ME19A149,1,4,서울특별시 서대문구 충정로2가 78-13,37.5646084,126.964361,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11410,B0,B001,N,N,N,2022-08-23 01:37:27,2022-08-23 01:15:32,,,
남가좌2동 공영주차장,ME19A150,1,4,서울특별시 서대문구 남가좌2동 3-75,37.5830145,126.9231095,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11410,B0,B001,N,N,N,2022-08-24 09:11:48,2022-08-24 08:39:22,,,
미도아파트 앞 공영주차장,ME19A151,1,4,서울특별시 서초구 반포동 49-8,37.49981208,127.0105027,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11650,B0,B001,N,N,N,2022-08-24 08:42:07,2022-08-24 08:16:56,,,
올림픽공원,ME19A152,1,4,서울특별시 송파구 올림픽로 424 ,37.5171577,127.115847,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,D0,D001,N,N,N,2022-08-24 00:08:51,2022-08-23 23:52:49,,,
구민회관,ME19A153,1,4,서울특별시 송파구 백제고분로 242,37.502452,127.0931042,09:00~18:00 이후 무료,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,A0,A004,N,N,N,2022-08-24 08:59:21,2022-08-24 08:38:20,,,
문화회관동측 주차장,ME19A154,1,4,서울특별시 양천구 신정6동 322-5,37.5167683,126.8635627,09:00~18:00 이후 무료,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11470,B0,B001,N,N,N,2022-08-24 08:33:00,2022-08-24 01:59:46,,,
곰달래공영주차장,ME19A155,1,4,서울특별시 양천구 곰달래로10길 4,37.5295552,126.8357706,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11470,B0,B001,N,N,N,2022-08-24 07:27:07,2022-08-24 06:51:23,,,
다락골공영주차장,ME19A156,1,4,서울특별시 양천구 중앙로29길 41,37.5163711,126.8492558,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11470,B0,B001,N,N,N,2022-08-20 22:05:20,2022-08-20 21:33:17,,,
일원2동 주민센터,ME19A157,1,4,서울특별시 강남구 개포로 607,37.4919959,127.0738859,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,A0,A002,Y,N,N,2022-08-24 03:12:27,2022-08-24 02:33:12,,,
목4동주민센터,ME19A158,1,4,서울특별시 양천구 목동중앙로 25 ,37.5324277,126.8686162,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11470,A0,A002,Y,N,N,2022-08-24 00:20:51,2022-08-23 23:56:13,,,
한국장애인개발원 본사,ME19A159,1,4,서울특별시 영등포구 의사당대로 22,37.5269301,126.9179382,09:00~19:00 토요일 무료개방,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11560,A0,A003,N,N,N,2022-08-24 06:50:35,2022-08-24 06:11:20,,,
영등포본동제1(공영주차장),ME19A160,1,4,서울특별시 영등포구 영신로 10길 15,37.5142799,126.9093244,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11560,B0,B001,N,N,N,2022-08-24 01:21:46,2022-08-24 00:52:55,,,
마포중앙도서관,ME19A164,1,4,서울특별시 마포구 성산로 128,37.5636424,126.9082864,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11440,I0,I005,N,N,N,2022-08-24 09:08:37,2022-08-24 08:27:38,,,
강남구청 삼성로 별관 부설 주차장,ME19A166,1,4,서울특별시 강남구 삼성로 628,37.51617891,127.0520033,09:00~18:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,A0,A001,N,N,N,2022-08-24 08:39:59,2022-08-24 07:56:54,,,
국방부 서문 주차장,ME19A170,1,4,서울특별시 용산구 한강대로 62다길 42,37.5331513,126.975461,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11170,A0,A003,Y,N,N,2022-08-23 18:05:59,2022-08-23 17:33:12,,,
일원본동 주민센터,ME19A171,1,4,서울특별시 강남구 광평로 126,37.4833754,127.0863932,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,A0,A002,Y,N,N,2022-08-23 20:50:10,2022-08-23 19:33:41,,,
탄천물재생센터,ME19A243,21,4,서울특별시 강남구 개포로 625,37.4959067,127.0799979,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,200,동시,11,11680,A0,A004,N,N,N,2022-08-24 09:27:18,2022-08-24 08:46:50,,,
탄천물재생센터,ME19A243,22,4,서울특별시 강남구 개포로 625,37.4959067,127.0799979,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11680,A0,A004,N,N,N,2022-08-24 09:25:20,2022-08-24 08:45:05,,,
한국원자력의학원 본사,ME19A244,21,4,서울특별시 노원구 노원로75,37.6281908,127.0831959,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11350,A0,A003,N,N,N,2022-08-24 08:35:27,2022-08-24 06:09:09,,,
한국원자력의학원 본사,ME19A244,22,4,서울특별시 노원구 노원로75,37.6281908,127.0831959,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11350,A0,A003,N,N,N,2022-08-24 07:03:10,2022-08-24 03:35:22,,,
상암1 공영주차장,ME19A245,21,4,서울특별시 마포구 성암로 197,37.5770112,126.8973596,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 07:58:10,2022-08-24 05:49:08,,,
상암1 공영주차장,ME19A245,22,4,서울특별시 마포구 성암로 197,37.5770112,126.8973596,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 09:32:22,2022-08-24 08:52:16,,,
Park M (주차복합빌딩),ME19A246,21,4,서울특별시 마포구 매봉산로 80,37.57852958,126.8942861,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B004,N,N,N,2022-08-24 09:29:05,2022-08-24 09:19:19,,,
Park M (주차복합빌딩),ME19A246,22,4,서울특별시 마포구 매봉산로 80,37.57852958,126.8942861,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B004,N,N,N,2022-08-24 08:13:10,2022-08-22 18:54:02,,,
시민의숲동측 공영주차장2,ME19A247,21,4,서울특별시 서초구 양재동 237,37.47174227,127.0382062,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02206E+13,2.02206E+13,200,동시,11,11650,B0,B001,N,N,N,2022-06-30 17:43:10,2022-06-27 16:18:41,,,
시민의숲동측 공영주차장2,ME19A247,22,4,서울특별시 서초구 양재동 237,37.47174227,127.0382062,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02206E+13,2.02206E+13,200,동시,11,11650,B0,B001,N,N,N,2022-06-30 17:43:10,2022-06-28 08:52:38,,,
시민의숲동측 공영주차장,ME19A248,21,4,서울특별시 서초구 양재동 237,37.47174227,127.038053,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02206E+13,2.02206E+13,200,동시,11,11650,B0,B001,N,N,N,2022-06-30 17:38:10,2022-06-27 16:27:21,,,
시민의숲동측 공영주차장,ME19A248,22,4,서울특별시 서초구 양재동 237,37.47174227,127.038053,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02206E+13,2.02206E+13,200,동시,11,11650,B0,B001,N,N,N,2022-06-30 17:38:10,2022-06-28 05:55:45,,,
성수 2가1동 공영주차장,ME19A249,21,4,서울특별시 성동구 성덕정길 115,37.5370292,127.0563866,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02206E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-06-30 21:03:47,,,
성수 2가1동 공영주차장,ME19A249,22,4,서울특별시 성동구 성덕정길 115,37.5370292,127.0563866,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02207E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-07-01 06:18:47,,,
하왕십리 공영주차장,ME19A250,21,4,서울특별시 성동구 무학봉15길 48,37.5602689,127.0278376,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 18:36:18,,,
하왕십리 공영주차장,ME19A250,22,4,서울특별시 성동구 무학봉15길 48,37.5602689,127.0278376,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 19:51:24,,,
강변 공영주차장,ME19A251,21,4,서울특별시 성동구 둘레길 47-5,37.5369369,127.0491411,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:28:10,2022-08-24 06:16:32,,,
강변 공영주차장,ME19A251,22,4,서울특별시 성동구 둘레길 47-5,37.5369369,127.0491411,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 17:15:26,,,
응봉동 공영주차장,ME19A252,21,4,서울특별시 성동구 독서당로63길 40,37.5544151,127.03103,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 18:37:10,,,
응봉동 공영주차장,ME19A252,22,4,서울특별시 성동구 독서당로63길 40,37.5544151,127.03103,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11200,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 03:50:00,,,
해누리타운,ME19A253,21,4,서울특별시 양천구 목동동로81,37.5160286,126.8639009,"평일07:00~22:00,토08:00~18:00(일요일,공휴일 제외)",ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11470,A0,A004,N,N,N,2022-08-24 08:13:10,2022-08-23 19:55:20,,,
해누리타운,ME19A253,22,4,서울특별시 양천구 목동동로81,37.5160286,126.8639009,"평일07:00~22:00,토08:00~18:00(일요일,공휴일 제외)",ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11470,A0,A004,N,N,N,2022-08-24 08:13:10,2022-08-23 18:51:02,,,
예금보험공사,ME19A254,21,4,서울특별시 중구 청계천로 30,37.5684947,126.9807936,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11140,A0,A003,N,N,N,2022-08-24 08:13:10,2022-08-22 16:19:25,,,
예금보험공사,ME19A254,22,4,서울특별시 중구 청계천로 30,37.5684947,126.9807936,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11140,A0,A003,N,N,N,2022-08-24 07:23:30,2022-08-24 06:55:09,,,
양화진 공영주차장,ME19A265,21,4,서울특별시 마포구 토정로 2,37.54550237,126.9114135,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 23:32:21,,,
양화진 공영주차장,ME19A265,22,4,서울특별시 마포구 토정로 2,37.54550237,126.9114135,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 23:45:51,,,
롯데마트 은평점,ME19A274,21,4,서울특별시 은평구 통일로 1050,37.6374578,126.9175874,07:00~23:30,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11380,E0,E001,Y,N,N,2022-08-24 08:13:10,2022-08-23 21:33:32,,,
롯데마트 은평점,ME19A274,22,4,서울특별시 은평구 통일로 1050,37.6374578,126.9175874,07:00~23:30,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11380,E0,E001,Y,N,N,2022-08-24 08:13:10,2022-08-23 21:36:27,,,
논현초교 공영노외주차장,ME19A277,21,4,서울특별시 강남구 강남대로120길 33,37.5082482,127.0267657,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11680,B0,B001,N,N,N,2022-08-24 08:03:30,2022-08-24 07:23:25,,,
논현초교 공영노외주차장,ME19A277,22,4,서울특별시 강남구 강남대로120길 33,37.5082482,127.0267657,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11680,B0,B001,N,N,N,2022-08-24 08:33:10,2022-08-24 07:22:51,,,
강남치매지원센터 공영노외주차장,ME19A278,21,4,서울특별시 강남구 선릉로108길 27,37.5100034,127.0460518,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11680,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-03 21:40:35,,,
강남치매지원센터 공영노외주차장,ME19A278,22,4,서울특별시 강남구 선릉로108길 27,37.5100034,127.0460518,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11680,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-08 00:13:51,,,
망원동 공영주차장1,ME19A601,21,4,서울특별시 마포구 동교로1길 39,37.55503247,126.8977851,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:45:18,2022-08-24 08:33:56,,,
망원동 공영주차장1,ME19A601,22,4,서울특별시 마포구 동교로1길 39,37.55503247,126.8977851,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:45:28,2022-08-24 08:33:15,,,
망원동 공영주차장1,ME19A601,23,4,서울특별시 마포구 동교로1길 39,37.55503247,126.8977851,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 09:37:45,,,
망원동 공영주차장1,ME19A601,24,4,서울특별시 마포구 동교로1길 39,37.55503247,126.8977851,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 07:29:35,2022-08-24 07:20:21,,,
망원동 공영주차장1,ME19A601,25,4,서울특별시 마포구 동교로1길 39,37.55503247,126.8977851,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 23:28:30,,,
망원동 공영주차장1,ME19A601,26,4,서울특별시 마포구 동교로1길 39,37.55503247,126.8977851,24시간 이용가능,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,200,동시,11,11440,B0,B001,N,N,N,2022-08-24 08:13:10,2022-08-23 20:36:09,,,
압구정 428 공영주차장1,ME19A801,1,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 09:14:39,2022-08-24 08:44:56,,,
압구정 428 공영주차장1,ME19A801,2,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 08:18:23,2022-08-24 07:53:55,,,
압구정 428 공영주차장1,ME19A801,3,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 08:58:49,2022-08-23 10:52:45,,,
압구정 428 공영주차장1,ME19A801,4,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 09:26:09,2022-08-24 08:42:49,,,
압구정 428 공영주차장1,ME19A801,5,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 09:05:11,2022-08-24 08:38:37,,,
압구정 428 공영주차장1,ME19A801,6,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 09:11:57,2022-08-24 08:51:22,,,
압구정 428 공영주차장1,ME19A801,7,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 08:10:17,2022-08-24 07:31:11,,,
압구정 428 공영주차장1,ME19A801,8,4,서울특별시 강남구 압구정로 161,37.52662866,127.0264263,09:00~21:00,ME,환경부,환경부,1661-9408,9,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-17 16:58:10,2022-08-17 11:46:35,,,
서울 해군회관,ME19D118,1,4,서울특별시 영등포구 가마산로 540,37.50421956,126.9160545,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11560,E0,E003,N,N,N,2022-08-23 23:22:14,2022-08-23 22:48:07,,,
서울올림픽공원 남2문주차장,ME19X403,41,4,서울특별시 송파구 올림픽로,37.514973,127.123837,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,D0,D001,Y,N,N,2022-08-24 06:04:30,2022-08-23 21:01:31,,,
서울올림픽공원 남2문주차장,ME19X403,42,4,서울특별시 송파구 올림픽로,37.514973,127.123837,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,100,단독,11,11710,D0,D001,Y,N,N,2022-08-24 08:59:04,2022-08-24 07:14:17,,,
서울올림픽공원 남2문주차장,ME19X403,43,4,서울특별시 송파구 올림픽로,37.514973,127.123837,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,D0,D001,Y,N,N,2022-08-23 21:25:45,2022-08-23 20:45:41,,,
서울올림픽공원 남2문주차장,ME19X403,44,4,서울특별시 송파구 올림픽로,37.514973,127.123837,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,100,단독,11,11710,D0,D001,Y,N,N,2022-08-24 09:17:19,2022-08-24 06:06:53,,,
서울올림픽공원 남2문주차장,ME19X403,45,4,서울특별시 송파구 올림픽로,37.514973,127.123837,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,D0,D001,Y,N,N,2022-08-23 22:00:06,2022-08-23 21:20:02,,,
롯데마트 중계점 야외주차장,ME19X417,41,4,서울특별시 노원구 노원로 ,37.646872,127.070993,10:00 ~ 23:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11350,E0,E001,Y,N,N,2022-08-24 08:01:08,2022-08-24 07:14:46,,,
롯데마트 중계점 야외주차장,ME19X417,42,4,서울특별시 노원구 노원로 ,37.646872,127.070993,10:00 ~ 23:00,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,100,단독,11,11350,E0,E001,Y,N,N,2022-08-24 09:31:40,2022-08-23 21:13:54,,,
롯데마트 중계점 야외주차장,ME19X417,43,4,서울특별시 노원구 노원로 ,37.646872,127.070993,10:00 ~ 23:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11350,E0,E001,Y,N,N,2022-08-23 18:47:50,2022-08-23 18:07:46,,,
롯데마트 중계점 야외주차장,ME19X417,44,4,서울특별시 노원구 노원로 ,37.646872,127.070993,10:00 ~ 23:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11350,E0,E001,Y,N,N,2022-08-24 09:21:37,2022-08-24 08:53:35,,,
롯데마트 중계점 야외주차장,ME19X417,45,4,서울특별시 노원구 노원로 ,37.646872,127.070993,10:00 ~ 23:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11350,E0,E001,Y,N,N,2022-08-24 09:21:52,2022-08-24 08:51:40,,,
서울 농수산식품공사 강서지부,ME19Y284,21,4,서울특별시 강서구 발산로 40,37.551206,126.817967,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11500,H0,H003,Y,N,N,2022-08-23 15:27:12,2022-08-23 14:47:08,,,
서울 농수산식품공사 강서지부,ME19Y284,22,4,서울특별시 강서구 발산로 40,37.551206,126.817967,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11500,H0,H003,Y,N,N,2022-08-23 15:30:14,2022-08-23 15:24:02,,,
가락시장,ME19Y601,21,4,null,37.494161,127.113843,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,100,단독,11,11710,E0,E001,N,N,N,2022-08-24 08:54:29,2022-08-24 07:57:47,,,
가락시장,ME19Y601,22,4,null,37.494161,127.113843,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,E0,E001,N,N,N,2022-08-24 08:53:24,2022-08-24 05:50:49,,,
가락시장,ME19Y601,23,4,null,37.494161,127.113843,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,E0,E001,N,N,N,2022-08-24 08:52:24,2022-08-24 08:12:19,,,
가락시장,ME19Y601,24,4,null,37.494161,127.113843,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,E0,E001,N,N,N,2022-08-24 05:49:19,2022-08-24 05:09:15,,,
가락시장,ME19Y601,25,4,null,37.494161,127.113843,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,E0,E001,N,N,N,2022-08-24 09:13:45,2022-08-24 08:45:28,,,
가락시장,ME19Y601,26,4,null,37.494161,127.113843,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11710,E0,E001,N,N,N,2022-08-24 08:59:43,2022-08-24 08:19:25,,,
포이초교 공영노외주차장,ME20A193,1,4,서울특별시 강남구 개포동 1273,37.475064,127.051703,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 07:50:03,2022-08-24 07:24:51,,,
언주초교 공영노외주차장,ME20A194,1,4,서울특별시 강남구 도곡동 922,37.486856,127.037584,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 08:33:03,2022-08-24 08:11:05,,,
강남스포츠문화센터,ME20A195,1,4,서울특별시 강남구 수서동 718,37.48871435,127.1052282,07:00~22:00,ME,환경부,환경부,1661-9408,2,2.02208E+13,2.02208E+13,100,단독,11,11680,A0,A004,Y,N,N,2022-08-24 06:14:22,2022-08-24 05:41:57,,,
압구정로29길 노상주차장,ME20A196,1,4,서울특별시 강남구 압구정동 453,37.531468,127.027407,24시간 이용가능,ME,환경부,환경부,1661-9408,3,2.02208E+13,2.02208E+13,100,단독,11,11680,B0,B001,N,N,N,2022-08-24 09:21:44,2022-08-24 09:10:26,,,
